reminder/set_reminder	configurar recordatorio para la fiesta de cumpleaños de jessica
reminder/set_reminder	recuérdame comenzar el guiso a la 1
reminder/set_reminder	recuérdame visitar al doctor a las 9am mañana
reminder/cancel_reminder	eliminar mis recordatorios
reminder/show_reminders	¿ a qué hora es mi recordatorio programado para pagar la hipoteca ?
reminder/set_reminder	recuérdame comprar flores para el cumpleaños de la maestra de andrew
reminder/show_reminders	¿ qué recordatorios me quedan ?
reminder/set_reminder	recuérdame llamar a erin
reminder/set_reminder	agregar un recordatorio para comprar un regalo de cumpleaños para papá el día 5 de junio
reminder/set_reminder	recuérdame llamar para reprogramar la cita con mi médico más tarde
reminder/set_reminder	recuérdame ir a por huevos mañana
reminder/set_reminder	recuérdame comprar brócoli esta tarde para la cena
reminder/set_reminder	recuérdame recoger a los niños a las tres
reminder/set_reminder	recuérdame comprar leche cuando vaya al food lion más tarde
reminder/cancel_reminder	cancelar la cita con el doctor a las 7 en punto
reminder/set_reminder	recuérdame comprar la gasolina antes de ir al trabajo por favor
reminder/set_reminder	recuérdame ir a la oficina de correo después del trabajo
reminder/set_reminder	recuérdame activar mi tarjeta de crédito
reminder/set_reminder	recuérdame que pague el pago de mi automóvil mañana
reminder/show_reminders	¿ qué recordatorios tengo para hoy ?
reminder/show_reminders	visualizar recordatorio para mí
reminder/set_reminder	establecer un recordatorio para ir al banco el lunes
reminder/set_reminder	recuérdame poner el pan en el horno en una hora
reminder/set_reminder	recuérdame pagar el seguro del coche mañana
reminder/cancel_reminder	eliminar este último recordatorio
reminder/set_reminder	recuérdame cancelar la cita para mañana por la mañana
reminder/show_reminders	mostrar mis recordatorios
reminder/cancel_reminder	cancelar todos los recordatorios
reminder/show_reminders	qué recordatorios tengo hoy
reminder/set_reminder	recuérdame bañar al perro
reminder/set_reminder	recuérdame tomar mis pastillas esta noche a las 6
reminder/cancel_reminder	borrar todos los recordatorios de hoy
reminder/cancel_reminder	cancelar mi recordatorio del gimnasio de este viernes
reminder/show_reminders	trae todos mis recordatorios de esta semana
reminder/cancel_reminder	cancelar mi recordatorio para devolver la llamada a timmy
reminder/show_reminders	muéstrame todos mis recordatorios
reminder/cancel_reminder	eliminar mi lista de recordatorios del año pasado
reminder/show_reminders	hey , dónde está mi recordatorio
reminder/set_reminder	puedes recordarme llevar el coche al mecánico mañana a las 8am
reminder/set_reminder	recuérdame esto " tengo una cita con el doctor el próximo viernes a las 8am
reminder/cancel_reminder	cancelar mi recordatorio , ya lo hice .
reminder/show_reminders	muéstrame los recordatorios de hoy
reminder/cancel_reminder	cancelar mi recordatorio para enviar correo a matt
reminder/set_reminder	agregar un recordatorio para ir a cambiar el aceite
reminder/show_reminders	¿ qué recordatorios tengo para mañana ?
reminder/set_reminder	recuérdame sacar la basura esta noche
reminder/show_reminders	muéstrame mis futuros recordatorios
reminder/set_reminder	recuérdame recoger a mi hijo a las 5
reminder/set_reminder	recuérdame mañana para el martes por la tarde terminar la lista de compras para ir de compras
reminder/show_reminders	¿ qué recordatorios tengo para hoy ?
reminder/set_reminder	recuérdame parar en la tienda después del trabajo
reminder/set_reminder	recuérdame ver el especial de la princesa diana
reminder/set_reminder	recuérdame alquilar una lente mañana a las 9 : 42am
reminder/set_reminder	recuérdame hacer una cita con el doctor
reminder/cancel_reminder	cancelar recordatorio para visitar al doctor el miércoles a la 1pm
reminder/set_reminder	recuérdame ir al doctor
reminder/show_reminders	¿ qué recordatorios tengo para mañana ?
reminder/show_reminders	muéstrame el recordatorio del cumpleaños de mi compañero
reminder/set_reminder	configurar a las 5pm recordatorio para recoger a josie en la escuela
reminder/set_reminder	recuérdame comprar pan
reminder/set_reminder	recuérdame comprar pan
reminder/set_reminder	recuérdame que el paquete tiene que ser entregado por ups por la tarde
reminder/set_reminder	recuérdame comprar huevos cuando vaya a la tienda el viernes
reminder/set_reminder	recuérdame la lista de equipaje para el viaje el día 14 .
reminder/cancel_reminder	cancelar todos mis recordatorios
reminder/set_reminder	configurar un recordatorio para la cita con el veteriano a las 06 : 00pm
reminder/set_reminder	recuérdame ir a la reunión de todos los días mañana a las 3 p.m .
reminder/set_reminder	establecer recordatorio para comprar los útiles de la escuela
reminder/set_reminder	recuérdame ir a lavar el coche
reminder/set_reminder	recuérdame que tengo una cita mañana
reminder/set_reminder	recuérdame que necesito más aceite de sésamo mañana
reminder/set_reminder	recuérdame mi reunión con dan el viernes a las 4pm
reminder/cancel_reminder	por favor cancelar todos los recordatorios
reminder/show_reminders	¿ qué recordatorios tengo ahora mismo ?
reminder/show_reminders	¿ cuál es mi recordatorio para mañana ?
reminder/set_reminder	recuérdame parar y comprar la cena
reminder/cancel_reminder	eliminar todos los recordatorios
reminder/show_reminders	¿ qué recordatorio tengo ?
reminder/show_reminders	mostrar mis recordatorios
reminder/show_reminders	¿ es mi recordatorio establecido ?
reminder/set_reminder	recuérdame ir a por películas el martes
reminder/set_reminder	crear un recordatorio para comprar leche y huevo en la tienda
reminder/set_reminder	recuérdame comprar leche en la tienda esta noche
reminder/show_reminders	muéstrame mis recordatorios
reminder/set_reminder	recuérdame comprar la perrarina
reminder/cancel_reminder	eliminar mi recordatorio para el doctor mañana
reminder/cancel_reminder	cancelar mi recordatorio para ir a la tienda esta noche por favor
reminder/set_reminder	envíame un recordatorio para comprar los útiles del colegio el domingo
reminder/cancel_reminder	cancelar mis recordatorios
reminder/show_reminders	mostrar los recordatorios del trabajo para hoy por favor
reminder/cancel_reminder	cancelar mi recordatorio para la reunión del sábado
reminder/set_reminder	recuérdame en una hora comprobar mi correo
reminder/set_reminder	recuérdame comprar los alimentos
reminder/show_reminders	muéstrame todos los recordatorios
reminder/set_reminder	configurar un recordatorio acerca de recoger a su hija
reminder/set_reminder	recuérdame recoger artículos personales de la tienda
reminder/set_reminder	recuérdame ducharme a las 7 am
reminder/show_reminders	¿ hay algún recordatorio preparado para concertar la cita en la peluquería ?
reminder/show_reminders	leer mi lista de recordatorios
reminder/cancel_reminder	cancelar todos mis recordatorios de hoy
reminder/set_reminder	configurar un recordatorio para la cita del veterinario de jake el jueves
reminder/cancel_reminder	cancelar mi recordatorio para el 12 de septiembre
reminder/cancel_reminder	cancelar todos los recordatorios únicamente para hoy
reminder/show_reminders	mostrar mi recordatorio
reminder/set_reminder	configurar recordatorio para mi cita con el doctor
reminder/set_reminder	recuérdame enviar por correo el paquete
reminder/set_reminder	recuérdame encargar la entrega de grava
reminder/set_reminder	recuérdame la cita con el doctor cuando llegue a casa
reminder/set_reminder	recuérdame ir a por comida de perro mañana
reminder/show_reminders	¿ tengo algún recordatorio para hoy ?
reminder/set_reminder	recuérdame llevar al perro al veterinario a las 3 pm
reminder/set_reminder	agregar un recordatorio
reminder/cancel_reminder	cancelar el recordatorio para comprar leche
reminder/set_reminder	recuérdame hacer más sofrito
reminder/set_reminder	recuérdame comprar cerveza mañana
reminder/cancel_reminder	cancelar todos los recordatorios
reminder/set_reminder	configurar un recordatorio para mi cumpleaños
reminder/set_reminder	recuérdame visitar al dentista el lunes por la mañana a las 7
reminder/set_reminder	recuérdame sacar la basura esta noche a las 10
reminder/set_reminder	agregar un recordatorio para ver " power "
reminder/set_reminder	establecer recordatorio para llamar a lance para las 6 pm
reminder/set_reminder	recuérdame tomar mi control de la natalidad a las 11 : 00am
reminder/show_reminders	¿ cuáles son los recordatorios para la semana siguiente ?
reminder/show_reminders	¿ cuáles fueron mis recordatorios para esta mañana ?
reminder/set_reminder	configurar un recordatorio para las inmunizaciones a las 6pm de mañana
reminder/set_reminder	recuérdame comprar huevos en la tienda esta noche
reminder/set_reminder	recuérdame tomar mis pastillas a las 7pm todos los días
reminder/show_reminders	mostrar todos los recordatorios
reminder/set_reminder	recuérdame comprar un regalo de cumpleaños
reminder/set_reminder	recuérdame comprar café en la tienda mañana por favor
reminder/set_reminder	programar un recordatorio una semana antes de mi aniversario
reminder/set_reminder	recuérdame parar en la oficina de correos
reminder/show_reminders	abrir mis recordatorios por favor
reminder/set_reminder	recuérdame buscar qué tipo de cereal necesitan los niños en la tienda
reminder/cancel_reminder	eliminar todos los recordatorios para esta semana
reminder/show_reminders	muéstrame recordatorios recurrentes hoy
reminder/set_reminder	recuérdame sacar la basura los martes y viernes
reminder/set_reminder	programar un recordatorio para ir al doctor mañana a las 10 am
reminder/set_reminder	agregar un recordatorio para comprar cebolla
reminder/set_reminder	programar un recordatorio para comprar leche de camino a casa del trabajo
reminder/set_reminder	recuérdame mirar the bachelor
reminder/show_reminders	mostrar todos mis recordatorios actuales
reminder/set_reminder	programar un recordatorio para ir a la tintorería
reminder/cancel_reminder	eliminar mi recordatorio para concertar la cita del cabello a las 2
reminder/set_reminder	recuérdame tomar mis pastillas a las 9 pm por 10 días
reminder/show_reminders	ver recordatorio
reminder/set_reminder	programar recordatorio para comprar vitaminas a las 9 pm
reminder/set_reminder	recuérdame ir a la cita con el doctor mañana a las 7 am
reminder/set_reminder	recuérdame ir a por comida de perro por la mañana
reminder/set_reminder	configurar un recordatorio para la tarde del miércoles
reminder/cancel_reminder	cancelar mi recordatorio para llamar a la oficina
reminder/set_reminder	recuérdame que tengo que recoger al perro hoy
reminder/set_reminder	recuérdame agregar pan a mi lista de compra
reminder/show_reminders	mostrar mis recordatorios
reminder/set_reminder	recuérdame comprar más papel de copia
reminder/set_reminder	hacer un recordatorio para regar las plantas una vez a la semana
reminder/set_reminder	recuérdame comprar shampoo en la tienda
reminder/set_reminder	recuérdame ir al centro comercial mañana
reminder/cancel_reminder	cancelar todos los recordatorios programados para hoy
reminder/set_reminder	establecer recordatorio para programación
reminder/show_reminders	mostrar todos los recordatorios para hoy
reminder/set_reminder	por favor recuérdame ir a por café al supermercado de camino a casa
reminder/set_reminder	necesito un recordatorio para ir al dentista el jueves de la próxima semana
reminder/set_reminder	recuérdame tomar mis medicamentos por la mañana
reminder/cancel_reminder	cancelar mi recordatorio para comprar flores de camino a casa
reminder/set_reminder	configurar un recordatorio mensual para llamar a mi abuela
reminder/cancel_reminder	borrar mi recordatorio para comprar cupcakes el viernes
reminder/set_reminder	recuérdame comprar leche después de la escuela hoy
reminder/cancel_reminder	cancelar mi recordatorio para ir a por helados
reminder/set_reminder	recuérdame programar la alarma
reminder/set_reminder	establecer un recordatorio para recoger las prescripciones mañana a las 7pm
reminder/show_reminders	muéstrame el recordatorio que establecí antes
reminder/set_reminder	establecer un recordatorio para registrar mi vuelo en línea
reminder/show_reminders	mostrar mi recordatorio del concierto
reminder/cancel_reminder	cancelar recordatorio para ir al gimnasio
reminder/show_reminders	muéstrame todos los recordatorios para el mes que viene
reminder/cancel_reminder	cancelar recordatorio para llamar por teléfono a mamá
reminder/show_reminders	mostrar todos los recordatorios
reminder/show_reminders	muéstrame los recordatorios de mañana
reminder/show_reminders	léeme todos los recordatorios .
reminder/set_reminder	¿ me recordarás acerca de la cita con mi médico mañana ?
reminder/set_reminder	recuérdame recoger leche cuando esté en la tienda
reminder/show_reminders	¿ tienes algún recordatorio para mí ?
reminder/set_reminder	configurar recordatorio para el patio de agua de esta tarde
reminder/set_reminder	recuérdame una hora antes mi cita de neurología
reminder/set_reminder	recuérdame escribirle a papá
reminder/show_reminders	por favor dime todos mis recordatorios
reminder/cancel_reminder	eliminar el recordatorio para comprar entradas
reminder/cancel_reminder	quiero cancelar mi recordatorio para limpiar el garaje el sábado
reminder/set_reminder	recuérdame afeitarme antes de irme mañana
reminder/set_reminder	recuérdame la cita con el dentista el lunes , 9 am
reminder/set_reminder	recuérdame configurar una cita
reminder/set_reminder	configurar diariamente recordatorio para ir al gimnasio a las 3pm
reminder/cancel_reminder	borrar recordatorio para comprar pan
reminder/set_reminder	configurar recordatorio para el trabajo
reminder/set_reminder	recuérdame comprar huevos esta noche en la tienda
reminder/set_reminder	recuérdame cancelar la cita
reminder/show_reminders	muéstrame un recordatorio para mañana
reminder/set_reminder	recuérdame comprar soda
reminder/set_reminder	recuérdame llamar al dentista el martes a la 01 : 30pm
reminder/cancel_reminder	cancelar el último recordatorio
reminder/cancel_reminder	borrar recordatorio
reminder/set_reminder	recuérdame recoger a junior a las 3pm
reminder/cancel_reminder	cancelar mi recordatorio para comprar alimentos
reminder/cancel_reminder	apagar todos los recordatorios hoy
reminder/show_reminders	¿ cuál es mi próximo recordatorio ?
reminder/set_reminder	recuérdame alimentar al gato de mi mamá la próxima semana
reminder/cancel_reminder	cancelar mi recordatorio " tienda libre de impuestos para kenzo " al aeropuerto o'hare
reminder/set_reminder	configurar un recordatorio para cancelar mi suscripción de netflix mañana a las 7pm
reminder/cancel_reminder	cancelar mi recordatorio a las 7 : 00
reminder/cancel_reminder	cancelar mi recordatorio para la cena esta noche
reminder/cancel_reminder	apagar mis recordatorios por el día
reminder/set_reminder	recuérdame llamar al dentista a las 7 : 00 pm el 12 de agosto
reminder/set_reminder	recuérdame apuntar la cena en el calendario
reminder/set_reminder	hacer un recordatorio para el día 14 de agosto
reminder/set_reminder	necesito recoger pan recuérdame
reminder/show_reminders	mostrar los próximos recordatorios
reminder/set_reminder	recuérdame llamar a mi hermana el sábado a las 10 am
reminder/cancel_reminder	cancelar todos los recordatorios
reminder/cancel_reminder	cancelar mi recordatorio para comprar leche en la tienda
reminder/set_reminder	recuérdame cuando llegue a casa para cambiar la ropa
reminder/set_reminder	recuérdame llamar al trabajo a las 9 am
reminder/set_reminder	recuérdame hacer el reciclaje
reminder/set_reminder	necesito un recordatorio para llevar mi almuerzo mañana a las 9 am
reminder/set_reminder	recuérdame mi almuerzo el miércoles
reminder/set_reminder	recuérdame comprar huevos hoy
reminder/set_reminder	recuérdame que necesito crema de afeitar cuando esté de compras
reminder/set_reminder	recuérdame darle a mi equipo los archivos mañana
reminder/set_reminder	recuérdame ir al trabajo mañana
reminder/set_reminder	agregar recordatorio para recoger ava a las 5 : 30 mañana
reminder/set_reminder	recuérdame mi aniversario
reminder/set_reminder	recuérdame que recoja ropa de johns de los limpiadores
reminder/show_reminders	muéstrame mis últimos recordatorios
reminder/cancel_reminder	cancelar mi recordatorio para comprar huevos
reminder/set_reminder	recordatorio para karate el martes a las 5 pm
reminder/set_reminder	programar recordatorio para sacar la basura el jueves
reminder/set_reminder	configurar recordatorio para cepillarme los dientes antes de ir a la cama
reminder/set_reminder	recuérdame comprar un regalo de cumpleaños hoy
reminder/show_reminders	muéstrame todos los recordatorios
reminder/show_reminders	muéstrame todos los recordatorios para hoy
reminder/show_reminders	mostrar todos los recordatorios
reminder/show_reminders	muéstrame mis recordatorios de mañana
reminder/cancel_reminder	cancelar mi recordatorio para dan
reminder/set_reminder	recuérdame consultar con mi manager mañana
reminder/set_reminder	recuérdame mi lista de " embalaje para viaje " el día 14
reminder/set_reminder	recuérdame limpiar la caja de arena todos los días
reminder/set_reminder	recuérdame recoger a mi amigo del aeropuerto a las 5pm
reminder/set_reminder	establecer recordatorio para mi reunión
reminder/set_reminder	agregar recordatorio para cocinar al aire libre este fin de semana
reminder/set_reminder	recuérdame comprar zapatos de tenis mañana
reminder/cancel_reminder	cancelar todos los recordatorios de mañana
reminder/cancel_reminder	borrar todos los recordatorios
reminder/cancel_reminder	eliminar recordatorio para ir a comprar huevos
reminder/set_reminder	recuérdame alimentar al perro a las 9am
reminder/set_reminder	programar un recordatorio para comprar un regalo a la abuela de cumpleaños
reminder/show_reminders	¿ qué recordatorio tengo para mañana ?
reminder/set_reminder	recuérdame comprar sopa en la tienda
reminder/show_reminders	¿ cuál es mi último recordatorio ?
reminder/set_reminder	recuérdame recoger a papá
reminder/set_reminder	recuérdame comprar crema ligera en shop rite esta noche .
reminder/set_reminder	recuérdame concertar la cita con el doctor el mes que viene
reminder/cancel_reminder	cancelar mis recordatorios para hoy
reminder/set_reminder	establecer recordatorio para 15 minutos a 12 minutos que diga que hay una reunión a las 12 : 15
reminder/set_reminder	recuérdame llamar a mi seguro esta noche .
reminder/show_reminders	¿ hay algún recordatorio programado para hoy ?
reminder/set_reminder	recuérdame comprar helado después de las 9pm esta noche
reminder/set_reminder	recuérdame sacar la basura hoy
reminder/set_reminder	recuérdame comprar huevos
reminder/set_reminder	recuérdame comprar estampillas
reminder/set_reminder	¿ recuérdame ir al banco ?
reminder/set_reminder	recuérdame cocinar un pastel el sábado
reminder/show_reminders	¿ cuál es mi último recordatorio para hoy ?
reminder/set_reminder	recuérdame ir a por leche
reminder/set_reminder	necesito un recordatorio esta noche a las 6
reminder/set_reminder	recuérdame comprar leche en la tienda
reminder/cancel_reminder	borrar mi último recordatorio
reminder/set_reminder	recuérdame todos los días tomar pastillas
reminder/show_reminders	visualizar todos los recordatorios
reminder/cancel_reminder	borrar el recordatorio para llamar a john
reminder/set_reminder	recuérdame encargar pizza mañana por la noche
reminder/set_reminder	recuérdame ir a la tienda hoy más tarde
reminder/set_reminder	programar recordatorio para el martes a la 1 : 30 pm
reminder/set_reminder	recuérdame alimentar los perros por la mañana
reminder/set_reminder	recuérdame llamar a mamá
reminder/cancel_reminder	cancelar todos mis recordatorios del día
reminder/set_reminder	recuérdame cancelar mi suscripción la próxima semana
reminder/set_reminder	recuérdame comprar manzanas en la tienda a las 7 pm
reminder/cancel_reminder	borrar recordatorio para cambiar el filtro del aire
reminder/set_reminder	programar un recordatorio tres días antes del concierto de johnna
reminder/set_reminder	recuérdame recoger a fran en el aeropuerto esta noche a las 9 pm
reminder/set_reminder	enviar recordatorio 20 minutos antes de la cita de mañana
reminder/set_reminder	recuérdame programar el temporizador tan pronto llegué a casa de mi mamá
reminder/cancel_reminder	cancelar todos los recordatorios del martes
reminder/set_reminder	recuérdame ir a la tienda
reminder/cancel_reminder	cancelar todos los recordatorios
reminder/cancel_reminder	cancelar las recordatorio para las reservas de la cena
reminder/set_reminder	recuérdame comprar flores para el aniversario de mis padres
reminder/show_reminders	¿ qué recordatorios tengo hoy ?
reminder/cancel_reminder	cancelar todos mis recordatorios de hoy
reminder/set_reminder	programar un recordatorio para 1 hora
reminder/set_reminder	recuérdame que guarde la comida de gato
reminder/set_reminder	recuérdame comprar un limpiaparabrisas en walmart mañana
reminder/cancel_reminder	cancelar todos mis recordatorios por 3 días
reminder/show_reminders	muéstrame todos mis recordatorios
reminder/set_reminder	recuérdame sacar la basura
reminder/set_reminder	recuérdame hacer una cita con el oftalmógogo
reminder/set_reminder	recuérdame pasear al perro al mediodía
reminder/set_reminder	programar un recordatorio para borrador de mi artículo en inglés el próximo martes .
reminder/cancel_reminder	cancela mi recordatorio
reminder/set_reminder	recuérdame llamar a mi hermana el miércoles
reminder/show_reminders	muestra mis recordatorios
reminder/set_reminder	recuérdame cancelar la cita con el doctor del lunes
reminder/set_reminder	recuérdame encargar alimentos mañana
reminder/set_reminder	recuérdame limpiar la casa mañana
reminder/set_reminder	recuérdame pagar la factura del agua esta noche
reminder/set_reminder	recuérdame recoger mis lentes
reminder/cancel_reminder	borrar todos los recordatorios
reminder/show_reminders	muéstrame todos mis recordatorios de esta semana
reminder/cancel_reminder	borrar todos los recordatorios
reminder/cancel_reminder	cancelar mis recordatorios
reminder/set_reminder	recuérdame lavar la ropa
reminder/show_reminders	¿ qué recordatorios tengo hoy ?
reminder/show_reminders	¿ tengo algún recordatorio programado para esta semana ?
reminder/set_reminder	programar un recordatorio para grabar gran hermano el próximo miércoles
reminder/set_reminder	recuérdame llamar a mi mamá a las 8 pm
reminder/set_reminder	recuérdame archivar los impuestos
reminder/set_reminder	recuérdame llamar a papá en su cumpleaños
reminder/set_reminder	recuérdame iniciar la olla eléctrica a las 7 am
reminder/cancel_reminder	cancelar mi recordatorio para visitar al dentista
reminder/set_reminder	recuérdame visitar al psiquiatra a las 9
reminder/set_reminder	recuérdame comprar bolsas para la basura
reminder/cancel_reminder	borrar todos los recordatorios
reminder/show_reminders	mostrar mi recordatorio
reminder/set_reminder	recuérdame pagar el seguro mañana
reminder/cancel_reminder	cancelar mi último recordatorio
reminder/set_reminder	programar recordatorio en 15 minutos para el horno
reminder/set_reminder	recuérdame recoger la prescripción
reminder/set_reminder	recuérdame hacer ejercicio a las 6 pm
reminder/set_reminder	programar un recordatorio para alimentar al gato de cooper esta semana
reminder/set_reminder	recuérdame programar la cita con el doctor mañana
reminder/set_reminder	programar recordatorio para recoger los libros de la biblioteca
reminder/set_reminder	recuérdame pasar por el banco mañana por la mañana
reminder/show_reminders	mostrar todos los recordatorios de esta semana
reminder/set_reminder	programar un recordatorio para comprar leche
reminder/set_reminder	programar un recordatorio a las 9 pm
reminder/set_reminder	recuérdame llamar al dr hoy
reminder/cancel_reminder	descartar recordatorio
reminder/cancel_reminder	cancelar cualquier recordatorio
reminder/cancel_reminder	cancelar mi recordatorio para ir al colegio
reminder/set_reminder	recuérdame comprar gasolina cuando mi tanque casi vacío
reminder/cancel_reminder	cancelar todos mis recordatorios
reminder/set_reminder	recuérdame llevar a tyler a la parada del bus el lunes a las 6 am
reminder/set_reminder	recuérdame amasar la masa en 11 horas
reminder/show_reminders	muéstrame todos los recordatorios de esta semana
reminder/set_reminder	recuérdame comprar la comida del perro hoy
reminder/set_reminder	recuérdame comprar manzanas en la tienda
reminder/set_reminder	recuérdame tomar la medicina cada noche a las 9 pm
reminder/set_reminder	recordatorio para enviar invitaciones antes el viernes a las 3 pm
reminder/cancel_reminder	cancelar todos los recordatorios por favor
reminder/cancel_reminder	cancelar todos mis recordatorios para mañana
reminder/set_reminder	recuérdame encender la estufa esta noche a las 7 : 45
reminder/set_reminder	recuérdame del trabajo
reminder/show_reminders	¿ cuál es mi próximo recordatorio ?
reminder/set_reminder	recuérdame programar las alarmas
reminder/cancel_reminder	borrar todos los recordatorios
reminder/show_reminders	mostrar recordatorio del sábado
reminder/set_reminder	poner un recordatorio para darle la ducha al bebé a las 6 pm
reminder/show_reminders	mostrar mis recordatorios
reminder/set_reminder	recuérdame visitar la tienda de libros el próximo jueves , a las 8 pm
reminder/set_reminder	recuérdame comprar útiles escolares el miércoles
reminder/set_reminder	recuérdame comprar queso en la tienda mañana
reminder/set_reminder	recuérdame recoger a las niños de la escuela a las 3
reminder/set_reminder	recuérdame recoger mi ropa de la lavandería después del trabajo hoy
reminder/set_reminder	establecer un recordatorio para ir a la tintorería mañana
reminder/set_reminder	recuérdame mi cita con el doctor el viernes
reminder/set_reminder	recuérdame llamar a mi trabajo mañana
reminder/set_reminder	recuérdame el open house el jueves a las 6 pm
reminder/set_reminder	recuérdame ir al veterinario esta noche temprano
reminder/set_reminder	recuérdame cancelar mi pedido
reminder/set_reminder	recuérdame comprar leche hoy
reminder/set_reminder	recuérdame llamar al pediatra esta noche
reminder/cancel_reminder	cancelar todos los recordatorios mañana
reminder/set_reminder	recuérdame grabar game of thrones el domingo a las 10 pm
reminder/cancel_reminder	cancelar todos los recordatorios de hoy
reminder/set_reminder	recuérdame comprar un pastel el lunes
reminder/set_reminder	programar una alarma de recordatorio para las 2 pm
reminder/show_reminders	¿ recordatorios de hoy ?
reminder/set_reminder	recuérdame ir a la oficina de correos
reminder/set_reminder	recuérdame tuitear sobre mi actividad de fútbol en una hora
reminder/set_reminder	recuérdame que busque carne picada en la tienda
reminder/set_reminder	recuérdame recoger la ropa de la tintorería antes de que cierren
reminder/set_reminder	establecer recordatorio para comprar la comida del perro esta noche a las 5 .
reminder/set_reminder	programar un recordatorio adicional para salir al aeropuerto temprano
reminder/set_reminder	necesito que me recuerden mi fecha límite
reminder/show_reminders	mostrar mi recordatorio
reminder/show_reminders	muéstrame todos mis recordatorios hoy
reminder/cancel_reminder	cancelar todos los recordatorios hasta el jueves
reminder/show_reminders	mostrar todos los recordatorios
reminder/set_reminder	configurar recordatorio para el domingo
reminder/show_reminders	¿ hay algún recordatorio para mí ?
reminder/cancel_reminder	cancelar todos los recordatorios de hoy
reminder/cancel_reminder	cancelar el recordatorio actual de las vitaminas
reminder/set_reminder	configurar un recordatorio para cambiar el filtro en 3 meses
reminder/set_reminder	establecer recordatorio para comprar pan mañana
reminder/cancel_reminder	cancelar recordatorio para comprar papel higiénico
reminder/show_reminders	¿ cuántos recordatorios tengo configurados ?
reminder/set_reminder	recuérdame llamar al doctor
reminder/set_reminder	recuérdame pagar la cuenta del teléfono celular en cinco días
reminder/set_reminder	recuérdame firmar el permiso
reminder/cancel_reminder	cancelar recordatorio para la cena
reminder/set_reminder	recuérdame parar en la tienda esta noche camino a casa
reminder/cancel_reminder	cancelar mi recordatorio para comprar leche en la tienda esta noche
reminder/set_reminder	recuérdame llamar a papá en su cumpleaños
reminder/cancel_reminder	cancelar todos los recordatorios de la fiesta
reminder/set_reminder	recuérdame devolver los libros de la biblioteca el miércoles
reminder/show_reminders	muéstrame recordatorio para los eventos de mañana
reminder/show_reminders	¿ qué recordatorios tengo próximos ?
reminder/set_reminder	configura el recordatorio llamado " recoger a los niños " para las 5 esta noche
reminder/show_reminders	¿ tengo algún recordatorio configurado para mañana ?
reminder/set_reminder	recuérdame mi cita con el doctor el jueves
reminder/set_reminder	asegúrate de recordarme el cumpleaños de papá el viernes
reminder/show_reminders	¿ cuáles son mis recordatorios ?
reminder/set_reminder	recuérdame comprar leche para hoy
reminder/cancel_reminder	finalizado mi recordatorio eliminarlo por favor
reminder/set_reminder	recuérdame pagar las facturas mañana
reminder/set_reminder	recuérdame tomar mi medicamento todos los días a las 4 pm
reminder/show_reminders	dime mis recordatorios
reminder/set_reminder	recuérdame cuando es tiempo de irme de la escuela
reminder/set_reminder	recuérdame el pago adeudado con el automóvil
reminder/set_reminder	recuérdame recoger a los niños a las 02 : 00 pm el miércoles
reminder/set_reminder	recuérdame mi cita del coche el sábado por la mañana
reminder/set_reminder	recuérdame que el espectáculo de intervención llega esta noche a las 08 : 00 pm
reminder/show_reminders	muéstrame mis recordatorios para este fin de semana
reminder/cancel_reminder	eliminar recordatorio para alquilar una película
reminder/show_reminders	¿ cuántos recordatorios tengo configurados esta semana ?
reminder/set_reminder	encender recordatorios semanalmente
reminder/set_reminder	recuérdame cada 10 de mes para pagar la el teléfono celular
reminder/set_reminder	recuérdame visitar al dr mañana a las 9 am .
reminder/set_reminder	recuérdame en 15 minutos llamar a mi esposa
reminder/show_reminders	cuáles son mis recordatorios para hoy
reminder/set_reminder	crear un recordatorio para la cita con el veterinario del perro
reminder/show_reminders	¿ qué recordatorios tengo hoy ?
reminder/set_reminder	recuérdame pagar mis facturas online
reminder/show_reminders	¿ cuáles son mis recordatorios para hoy ?
reminder/set_reminder	recuérdame enviar un correo
reminder/set_reminder	enviarme un recordatorio para ir a comprar alimentos
reminder/set_reminder	recuérdame limpiar mi habitación esta noche
reminder/cancel_reminder	cancelar mi recordatorio para las 5 : 00 pm
reminder/set_reminder	recuérdame recoger a julie de danza a las 8
reminder/show_reminders	¿ puedes mostrarme mis recordatorios ?
reminder/show_reminders	mostrar mi lista de recordatorios
reminder/set_reminder	recuérdame la cita con el dentista el próximo lunes a las 8
reminder/cancel_reminder	cancelar recordatorio para hoy
reminder/show_reminders	mostrar todos los recordatorios para mañana
reminder/set_reminder	recuérdame que envíe mi tarea al mediodía del jueves
reminder/set_reminder	establecer recordatorio para recogerlos de la escuela mañana temprano
reminder/cancel_reminder	borrar todos los recordatorios
reminder/show_reminders	mostrar todos los recordatorios
reminder/cancel_reminder	cancelar todos los recordatorios
reminder/show_reminders	mostrar mis recordatorios por favor
reminder/set_reminder	recuérdame ir a mi cita con el dentista mañana
reminder/show_reminders	mostrar mis recordatorios
reminder/cancel_reminder	cancelar mi recordatorio para la cita con el odontólogo
reminder/set_reminder	establecer recordatorio para llamar a katrina al mediodía
reminder/set_reminder	recuérdame que me asegure de que el apartamento permita mascotas .
reminder/set_reminder	recuérdame empezar la cena a las 4 : 30
reminder/set_reminder	recuérdame comprar kiwi mañana
reminder/show_reminders	mostrar todos mis recordatorios para esta semana
reminder/set_reminder	recuérdame programar un cita con el dr
